Name,Price,Rating,Release,Follows,Online,Peak,Genre
Reality Rash,$17.99,80.83%,Jun 2025,292,0,4,Combat
PATAPON 1+2 REPLAY,$29.99,80.79%,Jul 2025,"19,075",33,"3,296",Combat
Blind Fate: Edo no Yami — Dojo,Free,80.77%,Dec 2021,"2,369",0,654,Combat
Femtazio,$9.99,80.76%,Aug 2025,"6,323",5,172,Combat
Valdis Story: Abyssal City,$14.99,80.75%,Sep 2013,"13,305",3,"1,959",Combat
Insect Swarm,$2.44,80.75%,Sep 2024,"10,077",15,712,Combat
Fairy Bloom Freesia,$3.19,80.66%,Oct 2012,"4,863",1,174,Combat
Magenta Horizon - Neverending Harvest,$10.99,80.54%,Dec 2024,"1,739",0,45,Combat
Green Ember: Helmer in the Dragon Tomb,$13.59,80.54%,Nov 2025,439,17,40,Combat
Astropods: Starside Glaze,$9.87,80.54%,Aug 2025,171,0,3,Combat
Slice Adventure,$4.99,80.54%,Apr 2025,51,0,3,Combat
SOULCALIBUR VI,$59.99,80.51%,Oct 2018,"74,805",105,"14,684",Combat
Vanguard Princess Director's CutDLC,Free,80.50%,Feb 2014,—,—,—,Combat
Shadow Heroes,$3.99,80.48%,Oct 2022,188,0,11,Combat
Road Redemption,$19.99,80.47%,Oct 2019,"78,192",39,806,Combat
Cedric & Odious,Free,80.46%,Jan 2025,151,0,14,Combat
Knock'Em Out,$7.99,80.43%,Apr 2025,"1,012",2,42,Combat
Final Exam,$0.74,80.41%,Nov 2013,"4,404",1,315,Combat
Son of a Witch,$23.99,80.34%,May 2018,"4,079",2,93,Combat
VALKYRIE DRIVE -BHIKKHUNI-,$11.99,80.31%,Jun 2017,"20,287",2,524,Combat
ChronoDojo,$4.99,80.28%,Feb 2024,85,0,4,Combat
TMNT: Splintered Fate - MetalheadDLC,$2.99,80.28%,Sep 2025,—,—,—,Combat
My Night Job,$9.99,80.27%,Apr 2016,702,0,156,Combat
Flynn: Son of Crimson,$5.99,80.25%,Sep 2021,"7,349",3,157,Combat
Helvetii,$14.99,80.19%,Feb 2023,"1,398",0,21,Combat
The Last Friend,$14.99,80.11%,Sep 2021,"1,160",0,29,Combat
The TakeOver,$19.99,80.10%,Nov 2019,"5,821",2,24,Combat
KIBORG: Arena,—,80.10%,Aug 2024,999,0,220,Combat
Monster Girl Conquest Records Battle Orc,$10.99,80.09%,May 2024,"2,636",1,58,Combat
Warshmallows,—,80.09%,Mar 2021,150,0,23,Combat
Bloody Paws Unleashed,$7.99,80.07%,Oct 2022,325,0,2,Combat
They Bleed Pixels,$9.99,80.06%,Aug 2012,"5,426",2,570,Combat
Phantom Breaker: Battle Grounds Classic,$14.99,80.04%,Jan 2015,"15,503",1,424,Combat
Dawn of the Monsters,$29.99,80.04%,Mar 2022,"1,734",0,24,Combat
Roar of Revenge,$4.99,80.01%,Oct 2021,242,0,5,Combat
Celestial Force: Magical Mayhem,$7.99,80.00%,Oct 2023,157,0,4,Combat
Battle Balls,$1.99,80.00%,Jan 2025,145,0,6,Combat
Error_Boy.exe,$8.99,80.00%,Apr 2025,86,0,3,Combat
梗过100关,$3.99,80.00%,Feb 2024,66,0,4,Combat
Keys of Fury DemoDemo,Free,80.00%,Sep 2025,—,0,6,Combat
Internet Generation,$19.99,79.98%,Oct 2022,"7,431",1,"1,070",Combat
