Name,Price,Rating,Release,Follows,Online,Peak,Genre
Luna's Fishing Garden,$7.99,89.83%,Jun 2021,"4,309",2,172,Sandbox
Urbek City Builder: Prologue,Free,89.82%,Mar 2022,"6,030",5,475,Sandbox
Planet Zoo,$16.49,89.81%,Nov 2019,"364,655","3,791","38,630",Sandbox
Planet Coaster,$11.24,89.81%,Nov 2016,"300,589",712,"21,971",Sandbox
Finnish Cottage Simulator,$14.99,89.81%,Nov 2024,"8,373",165,"1,237",Sandbox
Car Mechanic Simulator 2018,$17.58,89.80%,Jul 2017,"133,732",288,"8,474",Sandbox
Vermillion - VR Painting,$19.99,89.80%,Jul 2021,"3,972",2,54,Sandbox
Destroy All Humans!,$29.99,89.79%,Jul 2020,"54,736",25,"12,423",Sandbox
Let's School,$19.99,89.79%,Jul 2023,"30,699",152,"7,255",Sandbox
Beltmatic,$4.89,89.78%,Mar 2024,"3,965",147,852,Sandbox
Nothing Together,Free,89.66%,Feb 2024,768,22,491,Sandbox
RimWorld - BiotechDLC,$22.49,89.64%,Oct 2022,—,—,—,Sandbox
MudRunner,$3.99,89.63%,Oct 2017,"115,589","1,216","8,667",Sandbox
Evil Genius,$9.99,89.63%,Sep 2004,"9,213",17,"1,041",Sandbox
Aground,$14.99,89.58%,Apr 2020,"10,036",19,389,Sandbox
Plantera 2: Golden Acorn,$1.99,89.58%,Apr 2023,"2,336",7,782,Sandbox
Mr.Mine,Free,89.53%,Oct 2020,"4,990",849,"5,093",Sandbox
Lambda Wars,Free,89.52%,Dec 2014,"12,925",29,"1,015",Sandbox
DRAGON QUEST BUILDERS™ 2,$24.99,89.49%,Dec 2019,"45,217",267,"3,358",Sandbox
HITMAN™ 2,—,89.47%,Nov 2018,"288,295",227,"361,001",Sandbox
Arma 3,$29.99,89.45%,Sep 2013,"753,455","8,826","56,679",Sandbox
Jigsaw Puzzle Dreams,Free,89.43%,Dec 2021,"1,240",157,298,Sandbox
Goat Simulator,$9.99,89.42%,Apr 2014,"104,086",105,"10,108",Sandbox
Lakeview Cabin 2,$13.99,89.41%,Oct 2023,"2,882",2,42,Sandbox
Factorio: Space AgeDLC,$35.00,89.41%,Oct 2024,—,—,—,Sandbox
Crown and Adventure / 王冠与冒险  DemoDemo,Free,89.40%,Feb 2025,—,3,464,Sandbox
Parkasaurus,$24.99,89.38%,Aug 2020,"26,834",23,953,Sandbox
Endless Sky,Free,89.37%,Oct 2015,"26,303",119,"3,035",Sandbox
despelote,$14.99,89.37%,May 2025,"3,192",3,30,Sandbox
ΔV: Rings of Saturn,$6.29,89.36%,Jul 2023,"12,130",36,819,Sandbox
Maltese's Fluffy Onsen,$5.99,89.36%,May 2025,"10,063",170,"5,409",Sandbox
TerraTech,$24.99,89.35%,Aug 2018,"118,152",258,"5,726",Sandbox
Tiny Pasture,$5.99,89.35%,Feb 2025,"19,136","1,043","19,732",Sandbox
Easy Red 2: Shanghai - NankingDLC,$5.99,89.35%,Mar 2025,—,—,—,Sandbox
Colony Survival,$24.95,89.34%,Jun 2017,"78,535",149,"1,488",Sandbox
BRUTALISTICK VR,$9.99,89.34%,Mar 2024,957,42,112,Sandbox
Tropico 4,$14.99,89.32%,Sep 2011,"15,760",107,"10,892",Sandbox
Koi Farm,$2.99,89.31%,Feb 2021,"1,763",1,62,Sandbox
Moncage,$14.99,89.30%,Nov 2021,"27,695",1,"1,965",Sandbox
Farming Simulator 2013 Titanium Edition,$14.99,89.30%,Oct 2013,"15,067",38,"4,639",Sandbox
Jurassic World Evolution 3,$59.99,89.29%,Oct 2025,"53,917","3,259","21,387",Sandbox
Durka Simulator,Free,89.26%,Jan 2021,"1,157",20,98,Sandbox
Just Cause 2: Multiplayer Mod,Free,89.25%,Dec 2013,"28,528",11,"10,574",Sandbox
Gourdlets,$4.99,89.23%,Aug 2024,"10,889",12,570,Sandbox
POSTAL 2: Paradise LostDLC,$5.99,89.23%,Apr 2015,—,—,—,Sandbox
The Long Dark,$9.99,89.21%,Aug 2017,"495,753","3,462","14,707",Sandbox
Mount & Blade,$2.49,89.20%,Sep 2008,"29,329",84,"1,918",Sandbox
Viridi,Free,89.20%,Aug 2015,"15,521",79,"1,282",Sandbox
Dawnfolk,$14.99,89.12%,Feb 2025,"6,368",3,270,Sandbox
Tracks - The Train Set Game,$19.99,89.09%,Nov 2019,"8,552",13,104,Sandbox
Medieval Dynasty,$34.99,89.08%,Sep 2021,"278,107","2,490","31,057",Sandbox
Just Cause 2,$1.49,89.08%,Mar 2010,"57,790",191,"7,547",Sandbox
Subnautica: Below Zero,$29.99,89.07%,May 2021,"240,944",947,"42,115",Sandbox
Poly Bridge,$0.99,89.07%,Jul 2016,"85,546",350,"4,134",Sandbox
The Tenants - Free Trial,—,89.03%,Mar 2021,"6,549",0,"1,729",Sandbox
Starsand Island DemoDemo,Free,89.03%,Oct 2025,—,70,"1,374",Sandbox
DEEEER Simulator: Your Average Everyday Deer Game,$14.99,89.01%,Nov 2021,"18,087",14,292,Sandbox
Workers & Resources: Soviet Republic,$19.99,88.97%,Jun 2024,"137,299","3,008","8,264",Sandbox
Bloons TD Battles,Free,88.93%,Apr 2016,"15,743",257,"2,634",Sandbox
UnReal World,$14.50,88.92%,Feb 2016,"14,285",28,249,Sandbox
Hello Neighbor Alpha 1,Free,88.89%,Jun 2019,"3,465",101,149,Sandbox
Sapphire Safari,$12.99,88.88%,Mar 2025,"17,421",43,532,Sandbox
Pupperazzi: The Dog Photography Game,$19.99,88.85%,Jan 2022,"3,495",0,150,Sandbox
Скуф на рыбалке,$0.99,88.83%,Apr 2025,"1,093",18,136,Sandbox
The Escapists 2,$19.99,88.81%,Aug 2017,"144,496",304,"11,202",Sandbox
Mutilate-a-Doll 2,$9.00,88.81%,Mar 2019,"2,821",9,108,Sandbox
Grocery Store Simulator,$14.99,88.80%,Nov 2024,"10,619",94,"4,004",Sandbox
Equilinox,$9.99,88.77%,Nov 2018,"16,323",4,588,Sandbox
Banished,$19.99,88.76%,Feb 2014,"141,947",652,"24,636",Sandbox
