Name,Price,Rating,Release,Follows,Online,Peak,Genre
엉덩이 밀기! (Assslash!),Free,72.76%,Oct 2025,43,0,4,3D-Fighter
TEKKEN 8 - PAC-PIXELSDLC,$4.99,72.76%,Jul 2025,—,—,—,3D-Fighter
Virtua Fighter 5 R.E.V.O. World Stage,$19.99,72.65%,Jan 2025,"10,982",71,"2,741",3D-Fighter
刀剑神魔录,Free,72.59%,Jan 2025,60,1,31,3D-Fighter
Onee Chanbara ORIGIN,$59.99,72.54%,Oct 2020,"8,803",1,234,3D-Fighter
Electro Bop Boxing League,$8.99,72.51%,Apr 2025,"1,268",0,29,3D-Fighter
MagVigor,Free,72.42%,Dec 2020,80,0,4,3D-Fighter
Cosmic Magus,Free,72.42%,Mar 2021,40,0,2,3D-Fighter
Ningakki XXVI FPS,Free,72.42%,Sep 2021,34,0,3,3D-Fighter
JUMP FORCE,—,72.29%,Feb 2019,"127,146",8,"9,885",3D-Fighter
Corsairs Legacy - Pirate Action RPG & Sea Battles,$19.99,72.29%,Jan 2024,"20,349",5,168,3D-Fighter
Asteroid Blaster VR,$4.99,72.28%,Sep 2016,130,0,4,3D-Fighter
Frog Fight,$0.99,72.28%,Feb 2022,37,0,6,3D-Fighter
Rise of Mavros,—,72.22%,Jul 2021,156,0,3,3D-Fighter
Reel Run,Free,72.22%,Apr 2025,129,0,4,3D-Fighter
Ultimate Soccer,$2.99,72.22%,Mar 2025,81,0,34,3D-Fighter
Damn Sewer,$1.49,72.22%,Apr 2024,76,0,3,3D-Fighter
Archaeology - Post-Apocalypse,$80.00,72.22%,Nov 2024,49,0,1,3D-Fighter
Archaeology - Grass Farm,$199.99,72.22%,Mar 2025,17,0,2,3D-Fighter
"Demon Slayer -Kimetsu no Yaiba- The Hinokami Chronicles 2: ""Demon Slayer: Kimetsu no Yaiba Infinity Castle"" Character PassDLC",$29.99,72.22%,Oct 2025,—,—,—,3D-Fighter
