Name,Price,Rating,Release,Follows,Online,Peak,Genre
The Legend of Heroes: Kuro no Kiseki,$49.99,86.94%,Jul 2022,"9,991",14,"2,120",JRPG
The Legend of Heroes: Ao no Kiseki KAI,$34.99,86.94%,Jan 2022,"3,246",14,86,JRPG
Sakura Dungeon,$19.99,86.93%,Jun 2016,"31,514",5,551,JRPG
SUPER ROBOT WARS V,—,86.93%,Oct 2019,"6,695",18,"1,322",JRPG
Academy Love Saga: Tennis Angels,$8.99,86.92%,Nov 2025,"2,382",3,106,JRPG
Sea of Stars,$34.99,86.90%,Aug 2023,"110,621",161,"8,635",JRPG
Like a Dragon: Pirate Yakuza in Hawaii,$59.99,86.89%,Feb 2025,"34,473",194,"22,327",JRPG
Succubus Affection,$14.99,86.88%,Oct 2020,"9,824",9,287,JRPG
CrossCode: A New HomeDLC,$8.99,86.88%,Feb 2021,—,—,—,JRPG
Learn Japanese To Survive! Hiragana Battle,$6.99,86.86%,Feb 2016,"24,272",2,495,JRPG
Robolife-Days with Aino,$14.99,86.85%,Jun 2021,"24,299",2,543,JRPG
My Holiday,$4.99,86.85%,Aug 2018,"1,050",0,93,JRPG
Ruins Seeker,$11.99,86.83%,May 2020,"6,431",1,260,JRPG
LAST EMBRYO -EITHER OF BRAVE TO STORY-,$12.99,86.83%,Nov 2020,"3,718",1,74,JRPG
FINAL FANTASY VII REMAKE INTERGRADE,$19.99,86.74%,Jun 2022,"148,321","1,939","13,803",JRPG
Crystal Story II,$2.99,86.74%,Feb 2015,"1,793",0,123,JRPG
Ys SEVEN,$14.99,86.70%,Aug 2017,"8,924",7,283,JRPG
Atelier Resleriana: The Red Alchemist & the White Guardian,$59.99,86.69%,Sep 2025,"7,442",59,"2,636",JRPG
High School Odyssey,$8.99,86.67%,Nov 2023,"1,591",0,88,JRPG
The Legend of Heroes: Trails through Daybreak,$59.99,86.64%,Mar 2023,"7,958",99,"2,073",JRPG
Zwei: The Ilvard Insurrection,$7.99,86.64%,Oct 2017,"6,148",4,92,JRPG
Chained Echoes,$24.99,86.61%,Dec 2022,"45,327",139,"2,212",JRPG
Metal as Phuk,$4.99,86.61%,Jul 2017,725,0,8,JRPG
封神榜2023,$12.99,86.61%,Sep 2023,235,0,25,JRPG
Secrets of Grindea,$14.99,86.60%,Feb 2024,"75,963",32,"3,419",JRPG
Ruined King: A League of Legends Story™,$29.99,86.59%,Nov 2021,"58,186",51,"16,297",JRPG
Like a Dragon: Pirate Yakuza in Hawaii DemoDemo,Free,86.59%,Feb 2025,—,1,"2,387",JRPG
