Name,Price,Rating,Release,Follows,Online,Peak,Genre
Microtopia: Prologue,Free,83.99%,Oct 2024,"1,119",2,48,City-Builder
Fill Up The Hole DemoDemo,Free,83.99%,Apr 2025,—,1,89,City-Builder
Stronghold: Definitive Edition,$14.99,83.98%,Nov 2023,"48,649",278,"9,672",City-Builder
Ozymandias: Bronze Age Empire Sim,$14.99,83.97%,Oct 2022,"9,047",24,"1,032",City-Builder
Coral Cove,Free,83.92%,Apr 2023,229,1,24,City-Builder
Stronghold Legends: Steam Edition,$14.99,83.89%,Oct 2009,"8,174",106,313,City-Builder
Planet Coaster 2: Sorcery PackDLC,$12.99,83.89%,Sep 2025,—,—,—,City-Builder
Kity Builder,$7.99,83.88%,Jun 2025,847,0,12,City-Builder
Moons of Ardan,$19.99,83.84%,Oct 2021,"2,163",0,25,City-Builder
Space Haven,$22.99,83.83%,May 2020,"116,498",220,"5,687",City-Builder
Kingdoms Conquer / 攻城天下,Free,83.78%,Nov 2021,437,0,211,City-Builder
They Are Billions,$29.99,83.77%,Jun 2019,"277,905","1,716","22,395",City-Builder
Settlement Survival,$19.99,83.76%,Oct 2022,"72,245",158,"5,613",City-Builder
Polyville Canyon,$1.99,83.74%,May 2021,476,0,19,City-Builder
Dawn of Discovery™,—,83.72%,Jun 2009,"3,812",6,268,City-Builder
Manor Lords,$25.99,83.71%,Apr 2024,"542,332","4,462","173,178",City-Builder
Age of Empires III: Definitive Edition,Free,83.71%,Oct 2020,"105,428","4,498","20,146",City-Builder
Outside the Blocks,$14.99,83.68%,Nov 2025,"5,784",15,112,City-Builder
SpellForce 3 Fallen God,$19.99,83.67%,Nov 2020,"17,865",2,"1,696",City-Builder
BM General Hospital,$7.99,83.67%,Mar 2025,"1,537",9,391,City-Builder
Mini Settlers: Prologue,Free,83.65%,Apr 2024,"2,651",3,841,City-Builder
1980,Free,83.58%,Aug 2020,774,0,61,City-Builder
Dungeon Village,$8.99,83.57%,Mar 2022,"3,558",4,415,City-Builder
United Penguin Kingdom: Huddle up,Free,83.57%,Dec 2023,"2,795",2,476,City-Builder
Slow living with Princess,$6.99,83.55%,Oct 2023,"5,829",0,199,City-Builder
Casino Resort Tower,$19.99,83.55%,Jun 2023,"1,071",6,41,City-Builder
Madorica Real Estate,$16.99,83.55%,Feb 2019,719,0,23,City-Builder
War for the Overworld,$29.73,83.51%,Apr 2015,"51,168",79,"2,227",City-Builder
Twinkleby,$11.89,83.49%,Sep 2025,"2,116",18,124,City-Builder
Voxel Zundamon Castle,$12.99,83.41%,Dec 2024,417,4,75,City-Builder
Aquapark Tycoon DemoDemo,Free,83.33%,May 2025,—,2,117,City-Builder
Terraformers: First Steps on Mars,Free,83.32%,Oct 2021,"5,717",2,243,City-Builder
Empires of the Undergrowth - Supporter PackDLC,$7.99,83.30%,Mar 2025,—,—,—,City-Builder
Workers & Resources: Soviet Republic - Help for UkraineDLC,$4.99,83.30%,Nov 2024,—,—,—,City-Builder
Fabledom,$20.99,83.26%,May 2024,"59,429",129,"4,266",City-Builder
Airborne Kingdom,$7.49,83.25%,Mar 2022,"31,210",19,"1,136",City-Builder
Skating Rink Story,$8.99,83.24%,Jun 2025,283,4,113,City-Builder
How a Retired Strategist Saved the Country,$13.99,83.21%,May 2023,"4,031",2,251,City-Builder
Buggos,$15.99,83.19%,Mar 2022,"4,126",11,700,City-Builder
Cities: Skylines - ParklifeDLC,$14.99,83.17%,May 2018,—,—,—,City-Builder
diorama,$4.99,83.14%,Aug 2024,529,0,17,City-Builder
Oceaneers DemoDemo,Free,83.14%,Sep 2025,—,6,92,City-Builder
Train Simulator: GWR Class 14XX Loco Add-OnDLC,$7.99,83.14%,Oct 2014,—,—,—,City-Builder
Tropico Reloaded,$6.99,83.11%,Jul 2009,"2,331",14,111,City-Builder
Pocket City 2,$6.99,83.11%,Mar 2025,559,2,20,City-Builder
Assembly Planter,$4.99,83.10%,Aug 2020,505,4,60,City-Builder
Dawn of Discovery™: Venice,—,83.09%,Nov 1999,967,9,371,City-Builder
Outlanders,$9.99,83.08%,Mar 2023,"5,045",22,171,City-Builder
MMORPG Tycoon 2,$24.99,83.04%,Jan 2020,"26,141",26,792,City-Builder
Border Pioneer,$14.99,82.96%,Feb 2025,"9,970",27,"4,834",City-Builder
Tower Factory,$14.99,82.95%,Nov 2024,"10,026",68,622,City-Builder
"Forests, Fields and Fortresses",$4.99,82.95%,Apr 2023,281,0,12,City-Builder
Manor Lords - SoundtrackMusic,$3.24,82.91%,Apr 2024,—,—,—,City-Builder
Matching Meadows,$4.99,82.85%,Feb 2024,130,0,6,City-Builder
Reignfall,$4.99,82.82%,Dec 2018,"2,446",0,48,City-Builder
Anno 1404: Venice,—,82.81%,Feb 2010,646,96,"3,677",City-Builder
Tails of Trainspot,$4.07,82.80%,Jul 2023,323,0,9,City-Builder
Go To Hell Must,$5.99,82.78%,Aug 2024,524,0,42,City-Builder
Constructor Plus,$19.99,82.77%,May 2019,"4,161",13,83,City-Builder
Whiskerwood DemoDemo,Free,82.68%,Sep 2025,—,27,765,City-Builder
Voxel Turf,$7.99,82.59%,Sep 2017,"4,098",1,263,City-Builder
City Tales - Medieval Era,$14.94,82.58%,May 2025,"9,161",26,150,City-Builder
Kriegsfront Battlescaper - Diorama Editor,Free,82.58%,Aug 2022,"1,108",1,11,City-Builder
Battle On! Hero Academy,$4.99,82.58%,Oct 2025,586,60,789,City-Builder
My Colony,$4.99,82.58%,May 2016,492,18,23,City-Builder
Egypt: Old Kingdom,$3.74,82.56%,May 2018,"11,890",6,277,City-Builder
Rail Route: The Story of Jozic,Free,82.56%,Jun 2022,499,0,34,City-Builder
Ground of Aces,$24.99,82.55%,Jul 2025,"16,392",81,686,City-Builder
Prison Architect - Free For LifeDLC,Free,82.55%,Sep 2022,—,—,—,City-Builder
Ballads of Hongye: REBORN,$1.99,82.53%,Oct 2024,"16,417",14,"3,995",City-Builder
Academia : School Simulator,$19.99,82.48%,Sep 2017,"24,241",18,471,City-Builder
Rebuild 3: Gangs of Deadsville,$14.99,82.48%,May 2015,"20,178",37,"1,185",City-Builder
Maiden And Lord,Free,82.48%,Mar 2025,"1,967",45,542,City-Builder
Eiyuden Chronicle: Rising,$3.74,82.47%,May 2022,"15,432",13,"1,163",City-Builder
Super Dungeon Maker ⚒ - Fink`s Awakening (Prologue),—,82.45%,Oct 2021,"1,310",0,33,City-Builder
Roots of Yggdrasil,$19.99,82.41%,Sep 2024,"6,554",4,360,City-Builder
Land Of Idyllic Beauty,$6.59,82.40%,Aug 2024,"1,267",4,39,City-Builder
东方：平野孤鸿 建筑外观扩展包（三）DLC,Free,82.39%,Jan 2025,—,—,—,City-Builder
Pocket Harvest,$3.23,82.37%,Jan 2023,711,2,68,City-Builder
Concrete Jungle,$6.99,82.26%,Sep 2015,"2,955",2,130,City-Builder
Knights and Merchants,$9.99,82.18%,Oct 2013,"10,494",115,"7,481",City-Builder
Age of Empires: Definitive Edition,$4.99,82.16%,Aug 2019,"40,345",959,"2,708",City-Builder
Bee Island,$9.99,82.16%,Aug 2023,"5,368",4,"1,442",City-Builder
Project Highrise,$19.99,82.15%,Sep 2016,"39,915",76,"2,515",City-Builder
Dawnmaker,$14.99,82.14%,Jul 2024,"1,353",0,40,City-Builder
WW2 Rebuilder,$6.59,82.13%,Jan 2023,"17,910",20,"1,219",City-Builder
Microtopia,$19.99,82.04%,Feb 2025,"13,623",52,"1,619",City-Builder
TFC: The Fertile Crescent,$10.99,81.96%,Jun 2024,"5,389",1,57,City-Builder
Scorchlands,$11.99,81.89%,Jul 2024,"2,892",0,24,City-Builder
Cast Out Colony,$9.99,81.89%,Mar 2025,424,1,29,City-Builder
Dungeon Village 2,$8.99,81.88%,May 2023,"3,700",36,923,City-Builder
Tranquil Builds,$1.99,81.86%,Sep 2024,131,0,3,City-Builder
ArmaCulture,Free,81.81%,May 2021,942,0,10,City-Builder
Drill Core,$19.99,81.79%,Jul 2025,"20,023",100,"2,549",City-Builder
inZOI : Island GetawayDLC,Free,81.78%,Aug 2025,—,—,—,City-Builder
ISLANDERS: New Shores DemoDemo,Free,81.78%,Mar 2025,—,2,130,City-Builder
