Name,Price,Rating,Release,Follows,Online,Peak,Genre
All My Gods,$3.99,78.93%,Oct 2015,315,1,17,Colony-Sim
Celestial Empire: Prologue,Free,78.92%,Sep 2025,"3,670",22,349,Colony-Sim
Trappist,$14.99,78.91%,Mar 2024,"1,520",0,26,Colony-Sim
Alien Horizon (Preview Alpha),Free,78.79%,Jan 2024,"1,904",4,73,Colony-Sim
Laysara: Summit Kingdom,$24.99,78.77%,Apr 2024,"38,508",10,958,Colony-Sim
Oh! Edo Towns,$8.99,78.76%,Sep 2022,653,0,40,Colony-Sim
Citizens: Far Lands - Prologue,Free,78.75%,Mar 2023,"1,188",0,145,Colony-Sim
Kingdom Two Crowns: Regent's Royal WardrobeDLC,$2.99,78.75%,Oct 2024,—,—,—,Colony-Sim
The Universim,$29.99,78.70%,Jan 2024,"192,899",77,"2,825",Colony-Sim
Dream House Days DX,$8.99,78.60%,Mar 2022,"1,794",2,87,Colony-Sim
Scarecropia,$9.99,78.57%,Jan 2025,623,0,35,Colony-Sim
Primitive Society Simulator,$15.99,78.55%,Feb 2024,"16,126",15,651,Colony-Sim
Dragon Spot: Cozy Sandbox,$5.99,78.48%,Sep 2025,445,1,9,Colony-Sim
A Thousand Cloys DemoDemo,Free,78.44%,Nov 2025,—,23,138,Colony-Sim
Infection Free Zone,$24.99,78.43%,Apr 2024,"164,437",678,"19,380",Colony-Sim
Workers & Resources: Soviet Republic - SoundtrackMusic,$3.49,78.38%,Mar 2019,—,—,—,Colony-Sim
Kairobotica,$8.99,78.34%,Jan 2023,363,0,21,Colony-Sim
Freaking Meatbags,$9.99,78.33%,Feb 2015,"1,848",1,61,Colony-Sim
Pompeii: The Legacy,$19.99,78.31%,Sep 2025,"5,566",10,131,Colony-Sim
Empires of the Undergrowth - Exploding AntsDLC,$3.99,78.23%,Mar 2025,—,—,—,Colony-Sim
CloudDwellers DemoDemo,Free,78.21%,Oct 2025,—,0,52,Colony-Sim
ASKA,$24.99,78.14%,Jun 2024,"102,864","3,586","10,713",Colony-Sim
One Hour One Life,$14.99,78.13%,Nov 2018,"29,017",28,599,Colony-Sim
Tranquil Isle,$4.99,78.13%,Apr 2025,834,0,18,Colony-Sim
Power Network Tycoon,$14.99,78.11%,Feb 2024,325,0,6,Colony-Sim
异族再起扩展包（Monster Sect Part 2）- 山门与幻境TheLostVillageDLC,$1.99,78.11%,Jan 2025,—,—,—,Colony-Sim
Blueprint Tycoon,$2.99,77.99%,May 2016,"9,596",1,978,Colony-Sim
Duck Life 9: The Flock,$9.99,77.99%,May 2024,456,0,61,Colony-Sim
Path to Prosperity,$14.99,77.92%,Sep 2020,684,0,8,Colony-Sim
RimWorld - AnomalyDLC,$22.49,77.89%,Apr 2024,—,—,—,Colony-Sim
Planetbase,$14.99,77.88%,Oct 2015,"109,739",206,"6,670",Colony-Sim
Hungry Meem,$29.99,77.87%,Jul 2025,354,0,14,Colony-Sim
Keziah's Realm,$11.99,77.87%,Mar 2025,205,0,3,Colony-Sim
Mine Make Escape DemoDemo,—,77.87%,Jun 2025,—,0,6,Colony-Sim
Greenfeet Haven DemoDemo,Free,77.87%,Mar 2025,—,0,10,Colony-Sim
Primordial Empire DemoDemo,Free,77.87%,Apr 2025,—,1,56,Colony-Sim
Time To Morp: First Contact,—,77.85%,Jan 2024,382,0,17,Colony-Sim
Judgment: Apocalypse Survival Simulation,$11.99,77.82%,May 2018,"60,424",17,"1,277",Colony-Sim
Hell Architect: Prologue,Free,77.77%,Jun 2021,"4,710",2,366,Colony-Sim
"The people of Sea, Sun & Salt DemoDemo",Free,77.77%,Oct 2025,—,0,24,Colony-Sim
Idle Colony,$5.99,77.70%,Dec 2024,"2,597",68,"1,550",Colony-Sim
Imagine Earth,$24.99,77.69%,May 2021,"41,798",5,327,Colony-Sim
Hazeron Starship,$19.99,77.65%,Dec 2023,690,0,31,Colony-Sim
