Name,Price,Rating,Release,Follows,Online,Peak,Genre
Small Spaces,$9.74,85.08%,May 2025,"8,399",95,256,Life-Sim
Vanity Fair: The Pursuit,$6.99,85.06%,Feb 2024,"13,484",4,"2,870",Life-Sim
My Name is Mayo 3,$1.99,85.06%,May 2022,180,0,27,Life-Sim
Last Hope,$19.99,85.04%,Apr 2024,"5,129",4,242,Life-Sim
Plump! Dumb Frog Pond,$7.99,85.04%,Nov 2025,122,0,19,Life-Sim
1998: The Toll Keeper Story,$11.99,85.01%,Oct 2025,"1,401",5,148,Life-Sim
Office Life,$19.99,85.00%,Dec 2024,"6,403",22,"2,727",Life-Sim
Let's Build a Dungeon DemoDemo,Free,84.99%,Dec 2024,—,2,115,Life-Sim
Tobacco Shop Simulator,$11.99,84.98%,Jun 2025,"3,487",54,575,Life-Sim
The Sims™ 3,$19.99,84.95%,Jun 2009,"112,754","1,268","10,505",Life-Sim
Oneiro Man,Free,84.95%,Nov 2024,100,0,6,Life-Sim
SneakyDoggie,Free,84.92%,Nov 2025,77,0,8,Life-Sim
PortalSnake,$6.99,84.87%,Dec 2023,134,0,11,Life-Sim
