Name,Price,Rating,Release,Follows,Online,Peak,Genre
The Typing of The Dead: Overkill,$19.99,84.65%,Oct 2013,"8,437",6,559,Education
Graphwar,Free,84.63%,Feb 2022,680,3,124,Education
Sex with Stalin SoundtrackMusic,$1.99,84.61%,Nov 2020,—,—,—,Education
Clickteam Fusion 2.5Application,$99.99,84.60%,Dec 2013,"6,838",131,495,Education
The Pyraplex,$8.99,84.60%,Feb 2023,383,0,26,Education
Turn on the light - Jigsaw,Free,84.60%,Oct 2023,146,0,45,Education
Goosey Guess,$4.99,84.51%,Jul 2023,59,0,6,Education
Trivia Tricks,$14.99,84.46%,Oct 2024,861,0,94,Education
2024: Mosaic Retrospective,Free,84.45%,Dec 2024,261,60,596,Education
808s&Genetics,$1.99,84.40%,Aug 2023,122,0,25,Education
TOK,$0.99,84.38%,Nov 2018,242,0,9,Education
House Flipper 2,$39.99,84.37%,Dec 2023,"79,969","2,856","21,945",Education
Animal Shelter,$19.99,84.34%,Mar 2022,"30,041",69,"1,750",Education
Gamer To Game Developer Series 3: Make A GameApplication,$49.99,84.31%,Mar 2016,"1,121",0,10,Education
Cubism,$9.99,84.31%,Sep 2020,332,0,5,Education
Puzzle Light: One Move,$0.99,84.31%,May 2021,73,0,7,Education
100 Cats Lost In Canada Find & Color,Free,84.28%,Aug 2025,67,4,13,Education
WORLD OF ART JIGSAW PUZZLES,$4.39,84.20%,Jun 2020,221,9,19,Education
Save the Reactor,$4.99,84.16%,May 2022,726,0,20,Education
WolfQuest Anniversary - Hellroaring MountainDLC,$9.99,84.16%,Apr 2024,—,—,—,Education
Beyond Blue,$19.99,84.12%,Jun 2020,"11,878",4,303,Education
The Body VR: Journey Inside a Cell,Free,84.10%,Oct 2016,"2,711",0,150,Education
Party Quiz,$6.99,84.08%,May 2023,"1,027",22,"2,177",Education
Not Sure About That,$4.99,84.08%,Aug 2025,168,1,29,Education
Quantum Odyssey,$12.59,84.01%,Jan 2025,"1,318",6,16,Education
Orders of Magnitude,$4.99,83.99%,Mar 2020,397,2,4,Education
GLADIABOTS - AI Combat Arena,$3.74,83.94%,May 2019,"10,998",7,284,Education
Gachimuchi Reloaded,$0.99,83.91%,Feb 2018,544,0,6,Education
The Penguin IQ Test,$1.99,83.90%,Jan 2021,83,0,14,Education
The Lonely Hacker,$9.99,83.88%,Jun 2024,253,0,7,Education
Newton Going Home,$1.99,83.88%,Jan 2022,78,0,5,Education
StarbaseSim,$16.37,83.84%,Feb 2025,466,2,33,Education
Fresh Start Cleaning Simulator,$5.49,83.83%,Dec 2022,"4,578",21,775,Education
Water Bears VR,—,83.83%,Jan 2016,741,0,114,Education
Mini Words - minimalist puzzle,$1.39,83.83%,Oct 2019,267,0,43,Education
Scribble It!,Free,83.81%,Oct 2020,"9,962",145,"1,661",Education
Sophie's Safecracking Simulator,$2.99,83.81%,Jun 2021,547,0,21,Education
Vinyl Reality - DJ in VRApplication,$19.99,83.78%,Nov 2022,"1,411",0,7,Education
Great Paintings VR,Free,83.75%,Jan 2021,278,0,7,Education
Age of History 3,$9.99,83.73%,Oct 2024,"38,674",988,"7,887",Education
Submorse,Free,83.68%,Mar 2021,519,0,12,Education
Pierre's Adventures in French [Learn French],$22.99,83.68%,Oct 2022,375,0,7,Education
"Warhammer 40,000: Boltgun - Words of Vengeance",Free,83.65%,May 2025,"2,977",11,482,Education
Turn on the lights carefully,$0.99,83.65%,Mar 2023,152,0,5,Education
Game Of Puzzles: Animals,Free,83.56%,May 2019,156,0,23,Education
S.U.M. - Slay Uncool Monsters,Free,83.54%,Feb 2021,343,0,16,Education
Niche - a genetics survival game,$17.99,83.51%,Sep 2016,"43,270",51,"1,046",Education
ChessCraft,$5.99,83.51%,Dec 2021,208,3,10,Education
Emi - New Beginning,$1.99,83.45%,Nov 2022,"1,575",0,22,Education
Shy Dogs Hidden Orchestra,$4.99,83.42%,Dec 2023,111,0,9,Education
Mona Lisa: Beyond The GlassApplication,Free,83.41%,Oct 2019,281,0,16,Education
Let's Ride! Silver Buckle Stables,$2.24,83.41%,Jan 2022,236,3,15,Education
HeatStroke,$1.99,83.40%,Dec 2022,235,0,17,Education
Noun Town Language Learning,$19.98,83.38%,Nov 2023,"8,402",0,56,Education
Andy's Apple Farm,$2.99,83.35%,Nov 2021,"2,130",0,34,Education
Troublemaker,$7.99,83.29%,Mar 2023,"4,891",1,374,Education
Earthlingo,Free,83.29%,Aug 2019,449,0,26,Education
Let's Learn Korean! Hangul,$4.99,83.28%,Mar 2020,360,1,6,Education
Elara: A Coding Adventure in Space,Free,83.27%,Feb 2024,142,0,5,Education
Pedro's Adventures in Spanish [Learn Spanish],$21.99,83.24%,Jul 2021,626,0,12,Education
MHRD,$9.99,83.19%,Jan 2017,"3,639",2,52,Education
SirKwitz,Free,83.19%,Jul 2024,240,0,15,Education
Pets Hotel: Prologue,Free,83.15%,Jan 2023,"2,235",2,197,Education
BirdLingo: A birdsong learning game,Free,83.14%,Aug 2024,134,0,3,Education
Wrench,$29.99,83.07%,Dec 2018,"20,745",26,400,Education
Sainthood,$9.99,83.07%,Nov 2024,461,0,9,Education
Infinite Turtles,$9.99,83.07%,Jun 2022,275,0,11,Education
Réussir : Code de la Route - Nouvelle Édition (French Highway Code),$2.99,83.05%,Nov 2019,"1,226",22,77,Education
MEMOLOGY: ITALIAN BRAINROT,$0.99,83.04%,Jul 2025,"2,667",0,9,Education
Super Algebrawl,$5.99,83.04%,Jan 2024,763,0,48,Education
Them Bombs,$10.99,83.04%,Jul 2019,341,0,18,Education
Calculator: The Game,$1.99,83.04%,Aug 2023,146,0,10,Education
EarthX,$18.39,83.02%,Jul 2023,"3,879",1,159,Education
Sharecare VR 2017Application,—,83.02%,Oct 2017,524,0,18,Education
Ghost Productions: Wraith VR Total Knee Replacement Surgery SimulationApplication,Free,83.02%,Oct 2019,290,0,30,Education
Astrocat: Milky Way Journey,$0.99,83.00%,Apr 2022,53,0,6,Education
Colorgrid,$0.49,82.96%,Nov 2019,218,0,31,Education
"You, Calligrapher",$6.99,82.95%,Oct 2021,511,0,9,Education
Nimbatus - Drone Creator,Free,82.94%,Apr 2020,"1,164",1,41,Education
RPG ArchitectApplication,$52.99,82.92%,Jan 2023,"1,787",4,17,Education
Guazu: The Rescue,$3.99,82.91%,Jun 2021,165,0,7,Education
Action! - Gameplay Recording and StreamingApplication,$29.99,82.88%,May 2014,"18,072",300,743,Education
Dr. Carlos' Personality Exam,Free,82.87%,Jun 2023,62,0,4,Education
Motorcycle Mechanic Simulator 2021: Prologue,Free,82.81%,Jun 2021,"9,450",22,643,Education
Super 3-D Noah's Ark,$3.99,82.81%,Jan 1995,"2,470",0,140,Education
Arausio,Free,82.80%,Jun 2021,203,0,5,Education
Hypotheses on the Symmetry between Vision and Hands,$1.99,82.80%,Jan 2025,97,0,18,Education
Nancy Drew®: Warnings at Waverly Academy,$14.99,82.77%,Jan 2010,371,5,36,Education
Forgetful Dictator,Free,82.76%,Sep 2019,475,0,32,Education
Virtual Exhibition,Free,82.76%,May 2020,397,0,7,Education
Chocolate Factory Simulator: Prologue,Free,82.75%,Jul 2024,"3,195",0,436,Education
Theory Test UK 2016/17 - Driving Test SuccessApplication,—,82.70%,May 2016,146,0,11,Education
Guildford Castle VR,Free,82.63%,Mar 2022,440,0,11,Education
Pumpkin Eater,$1.99,82.62%,Nov 2021,592,0,30,Education
Total War: ROME II - Emperor Edition,$59.99,82.60%,Sep 2013,"160,005","5,551","118,240",Education
Egypt: Old Kingdom,$3.74,82.56%,May 2018,"11,890",8,277,Education
Disney Winnie the Pooh,$5.99,82.55%,Apr 2011,935,1,23,Education
Fallopian Frenzy! Come Again?,Free,82.54%,May 2024,99,0,24,Education
Chinese Brush Simulator,$0.99,82.53%,Jan 2020,511,0,10,Education
Hope,$2.99,82.53%,Jan 2023,71,0,6,Education
Academia : School Simulator,$19.99,82.48%,Sep 2017,"24,241",19,471,Education
xdding,$0.99,82.48%,Dec 2022,60,1,4,Education
Turn on all the lights,$0.99,82.46%,Mar 2021,142,0,6,Education
Bot Maker For DiscordApplication,$8.99,82.45%,Oct 2023,245,9,22,Education
Pure Logic,$6.99,82.44%,Apr 2023,389,0,17,Education
Practisim Designer,Free,82.44%,Feb 2023,270,7,36,Education
Parametric Creature: Lab,$4.99,82.39%,Dec 2021,455,0,5,Education
Ragnar's Chinese Memory Game,$5.99,82.39%,Aug 2020,74,0,5,Education
World of Guns: Gun Disassembly,Free,82.38%,May 2014,"154,090",112,"1,597",Education
SEARCH ALL - FOXES,$0.59,82.38%,Dec 2021,90,0,4,Education
"i love me, i love me not",Free,82.33%,Oct 2022,93,0,3,Education
《奇门遁甲》,$2.99,82.32%,Jan 2023,"2,186",1,137,Education
RPG Time: The Legend of Wright,$29.99,82.31%,Sep 2022,"3,987",0,72,Education
Forklift Extreme: Deluxe Edition,$9.99,82.31%,Mar 2023,267,0,12,Education
Pixel Puzzles World War II Jigsaw Puzzles,Free,82.31%,Sep 2023,156,1,12,Education
Wired,Free,82.30%,Jul 2018,140,0,18,Education
Coloring Game 10K,$6.99,82.27%,Aug 2025,170,7,99,Education
Born Race,$1.99,82.27%,Apr 2021,74,0,3,Education
Puzzle Light: Rotate,$0.99,82.27%,Jun 2021,53,0,8,Education
It Is Ticking,$6.99,82.19%,May 2023,312,0,6,Education
Letterlike,$7.99,82.19%,May 2025,166,0,17,Education
Palallel,$5.99,82.19%,May 2022,156,0,16,Education
One Line: Letters and Codes,$0.99,82.19%,Mar 2022,79,0,3,Education
Buzz Aldrin: Cycling Pathways to MarsApplication,Free,82.18%,Mar 2017,536,0,16,Education
Sudoku Zenkai / 数独全卡,$3.99,82.16%,Apr 2018,924,4,121,Education
WW2 Rebuilder,$6.59,82.13%,Jan 2023,"17,910",20,"1,219",Education
Hatsune Miku Logic Paint S+,$14.99,82.13%,Jul 2025,768,13,122,Education
Rage Simulator,Free,82.12%,Jul 2024,109,0,8,Education
Lighton: Duo,$0.99,82.12%,Mar 2021,47,0,7,Education
Hellink,Free,82.05%,Mar 2019,275,0,8,Education
Clickteam Fusion 2.5 Developer UpgradeDLC,$299.99,82.05%,Jan 2014,—,—,—,Education
Self Reliance 自我性赖,Free,81.96%,Feb 2019,"2,123",0,57,Education
5050,Free,81.96%,Aug 2023,99,1,19,Education
Scrapping Simulator,$12.99,81.95%,Dec 2020,272,1,14,Education
